起站,訖站,全票票價,敬老卡愛心卡愛心陪伴卡及新北市兒童優惠票價,臺北市兒童優惠票價,距離
科技大樓,劍潭,30,12,18,8.67
科技大樓,士林,30,12,18,9.76
科技大樓,芝山,30,12,18,10.86
科技大樓,明德,35,14,21,11.74
科技大樓,石牌,35,14,21,12.34
科技大樓,唭哩岸,35,14,21,13.6
科技大樓,奇岩,40,16,24,14.43
科技大樓,北投,40,16,24,15.19
科技大樓,新北投,40,16,24,16.22
科技大樓,復興崗,40,16,24,16.8
科技大樓,忠義,45,18,27,18.25
科技大樓,關渡,45,18,27,19.12
科技大樓,竹圍,50,20,30,21.26
科技大樓,紅樹林,55,22,33,23.17
科技大樓,淡水,55,22,33,25.26
科技大樓,頂埔,45,18,27,19.98
科技大樓,永寧,45,18,27,18.03
科技大樓,土城,40,16,24,16.92
科技大樓,海山,40,16,24,15.46
科技大樓,亞東醫院,35,14,21,13.81
科技大樓,府中,35,14,21,12.53
科技大樓,板橋,35,14,21,11.88
科技大樓,新埔,30,12,18,10.6
科技大樓,江子翠,30,12,18,9.74
科技大樓,龍山寺,25,10,15,6.66
科技大樓,西門,25,10,15,5.34
科技大樓,善導寺,20,8,12,3.7
科技大樓,忠孝新生,20,8,12,2.76
科技大樓,忠孝復興,20,8,12,1.64
科技大樓,忠孝敦化,20,8,12,2.31
科技大樓,國父紀念館,20,8,12,3.03
科技大樓,市政府,20,8,12,3.88
科技大樓,永春,20,8,12,4.86
科技大樓,後山埤,25,10,15,5.68
科技大樓,昆陽,25,10,15,7.04
科技大樓,南港,30,12,18,8.46
科技大樓,南港展覽館,30,12,18,9.55
科技大樓,象山,20,8,12,3.46
科技大樓,台北101/世貿,20,8,12,2.73
科技大樓,信義安和,20,8,12,1.73
科技大樓,大安,20,8,12,0.75
科技大樓,大安森林公園,20,8,12,1.53
科技大樓,北門,25,10,15,6.16
科技大樓,中山,25,10,15,5.04
科技大樓,松江南京,20,8,12,3.9
科技大樓,南京復興,20,8,12,2.91
科技大樓,台北小巨蛋,20,8,12,3.85
科技大樓,南京三民,25,10,15,5.04
科技大樓,松山,25,10,15,6.4
科技大樓,輔大,40,16,24,14.99
科技大樓,新莊,35,14,21,13.25
科技大樓,頭前庄,35,14,21,12.23
科技大樓,先嗇宮,35,14,21,11.69
科技大樓,三重,30,12,18,9.97
科技大樓,菜寮,30,12,18,9.1
科技大樓,台北橋,30,12,18,8.11
科技大樓,大橋頭,25,10,15,6.78
科技大樓,民權西路,25,10,15,6.12
科技大樓,中山國小,25,10,15,5.64
科技大樓,行天宮,20,8,12,4.7
科技大樓,松江南京,20,8,12,3.9
科技大樓,忠孝新生,20,8,12,2.76
科技大樓,東門,20,8,12,2.2
科技大樓,蘆洲,35,14,21,12.79
科技大樓,三民高中,35,14,21,11.62
科技大樓,徐匯中學,30,12,18,10.72
科技大樓,三和國中,30,12,18,9.89
科技大樓,三重國小,30,12,18,8.66
科技大樓,迴龍,45,18,27,17.76
科技大樓,丹鳳,40,16,24,16.36
科技大樓,大坪林,30,12,18,9.33
科技大樓,十四張,30,12,18,10.88
科技大樓,秀朗橋,30,12,18,10.31
科技大樓,景平,30,12,18,9.41
科技大樓,景安,30,12,18,8.33
科技大樓,中和,30,12,18,9.85
科技大樓,橋和,30,12,18,10.48
科技大樓,中原,35,14,21,11.22
科技大樓,板新,35,14,21,12.63
科技大樓,板橋,35,14,21,11.88
科技大樓,新埔民生,30,12,18,10.6
科技大樓,頭前庄,35,14,21,12.23
科技大樓,幸福,35,14,21,13.39
科技大樓,新北產業園區,40,16,24,14.63
六張犁,松山機場,25,10,15,6.45
六張犁,中山國中,20,8,12,4.97
六張犁,南京復興,20,8,12,4.04
六張犁,忠孝復興,20,8,12,2.77
六張犁,大安,20,8,12,1.88
六張犁,科技大樓,20,8,12,1.14
六張犁,六張犁,20,8,12,0
六張犁,麟光,20,8,12,0.82
六張犁,辛亥,20,8,12,2.42
六張犁,萬芳醫院,20,8,12,3.18
六張犁,萬芳社區,20,8,12,4.32
六張犁,木柵,20,8,12,4.84
六張犁,動物園,25,10,15,5.52
六張犁,大直,30,12,18,9.04
六張犁,劍南路,30,12,18,10.36
六張犁,西湖,35,14,21,11.65
六張犁,港墘,35,14,21,12.48
六張犁,文德,35,14,21,13.49
六張犁,內湖,40,16,24,14.62
六張犁,大湖公園,40,16,24,14.85
六張犁,葫洲,35,14,21,13.22
六張犁,東湖,35,14,21,12.37
六張犁,南港軟體園區,35,14,21,11.33
六張犁,南港展覽館,30,12,18,10.69
六張犁,小碧潭,35,14,21,13.25
六張犁,新店,35,14,21,13.32
六張犁,新店區公所,35,14,21,12.21
六張犁,七張,35,14,21,11.31
六張犁,大坪林,30,12,18,10.46
六張犁,景美,30,12,18,9.31
六張犁,萬隆,30,12,18,8.25
六張犁,公館,25,10,15,6.69
六張犁,台電大樓,25,10,15,5.79
六張犁,古亭,20,8,12,4.91
六張犁,中正紀念堂,20,8,12,4.9
六張犁,小南門,25,10,15,5.66
六張犁,頂溪,25,10,15,7.05
六張犁,永安市場,30,12,18,8.38
六張犁,景安,30,12,18,9.46
六張犁,南勢角,30,12,18,10.27
六張犁,台大醫院,25,10,15,5.89
六張犁,台北車站,25,10,15,5.51
六張犁,台北車站,25,10,15,5.51
六張犁,中山,25,10,15,6.17
六張犁,雙連,25,10,15,6.72
六張犁,民權西路,25,10,15,7.25
六張犁,圓山,30,12,18,8.28
六張犁,劍潭,30,12,18,9.8
六張犁,士林,30,12,18,10.89
六張犁,芝山,35,14,21,11.99
六張犁,明德,35,14,21,12.87
六張犁,石牌,35,14,21,13.47
六張犁,唭哩岸,40,16,24,14.73
六張犁,奇岩,40,16,24,15.56
六張犁,北投,40,16,24,16.32
六張犁,新北投,45,18,27,17.35
六張犁,復興崗,45,18,27,17.93
六張犁,忠義,45,18,27,19.38
六張犁,關渡,50,20,30,20.25
六張犁,竹圍,50,20,30,22.39
六張犁,紅樹林,55,22,33,24.3
六張犁,淡水,55,22,33,26.39
六張犁,頂埔,50,20,30,21.11
六張犁,永寧,45,18,27,19.17
六張犁,土城,45,18,27,18.06
六張犁,海山,40,16,24,16.59
六張犁,亞東醫院,40,16,24,14.95
六張犁,府中,35,14,21,13.67
六張犁,板橋,35,14,21,13.01
六張犁,新埔,35,14,21,11.74
六張犁,江子翠,30,12,18,10.87
六張犁,龍山寺,25,10,15,7.79
六張犁,西門,25,10,15,6.48
六張犁,善導寺,20,8,12,4.83
六張犁,忠孝新生,20,8,12,3.89
六張犁,忠孝復興,20,8,12,2.77
六張犁,忠孝敦化,20,8,12,3.44
六張犁,國父紀念館,20,8,12,4.17
六張犁,市政府,25,10,15,5.01
六張犁,永春,25,10,15,6
六張犁,後山埤,25,10,15,6.81
六張犁,昆陽,30,12,18,8.17
六張犁,南港,30,12,18,9.6
六張犁,南港展覽館,30,12,18,10.69
六張犁,象山,20,8,12,4.6
六張犁,台北101/世貿,20,8,12,3.86
六張犁,信義安和,20,8,12,2.87
六張犁,大安,20,8,12,1.88
六張犁,大安森林公園,20,8,12,2.67
六張犁,北門,25,10,15,7.29
六張犁,中山,25,10,15,6.17
六張犁,松江南京,25,10,15,5.03
六張犁,南京復興,20,8,12,4.04
六張犁,台北小巨蛋,20,8,12,4.98
六張犁,南京三民,25,10,15,6.18
六張犁,松山,25,10,15,7.53
六張犁,輔大,40,16,24,16.13
六張犁,新莊,40,16,24,14.39
六張犁,頭前庄,35,14,21,13.37
六張犁,先嗇宮,35,14,21,12.83
六張犁,三重,35,14,21,11.1
六張犁,菜寮,30,12,18,10.23
六張犁,台北橋,30,12,18,9.25
六張犁,大橋頭,25,10,15,7.91
六張犁,民權西路,25,10,15,7.25
六張犁,中山國小,25,10,15,6.78
六張犁,行天宮,25,10,15,5.83
六張犁,松江南京,25,10,15,5.03
六張犁,忠孝新生,20,8,12,3.89
六張犁,東門,20,8,12,3.34
六張犁,蘆洲,35,14,21,13.93
六張犁,三民高中,35,14,21,12.76
六張犁,徐匯中學,35,14,21,11.86
六張犁,三和國中,35,14,21,11.02
六張犁,三重國小,30,12,18,9.79
六張犁,迴龍,45,18,27,18.9
六張犁,丹鳳,45,18,27,17.49
六張犁,大坪林,30,12,18,10.46
六張犁,十四張,35,14,21,12.01
六張犁,秀朗橋,35,14,21,11.45
六張犁,景平,30,12,18,10.55
六張犁,景安,30,12,18,9.46
六張犁,中和,30,12,18,10.99
六張犁,橋和,35,14,21,11.62
六張犁,中原,35,14,21,12.36
六張犁,板新,35,14,21,13.76
六張犁,板橋,35,14,21,13.01
六張犁,新埔民生,35,14,21,11.74
六張犁,頭前庄,35,14,21,13.37
六張犁,幸福,40,16,24,14.52
六張犁,新北產業園區,40,16,24,15.77
麟光,松山機場,25,10,15,7.27
麟光,中山國中,25,10,15,5.79
麟光,南京復興,20,8,12,4.86
麟光,忠孝復興,20,8,12,3.59
麟光,大安,20,8,12,2.7
麟光,科技大樓,20,8,12,1.96
麟光,六張犁,20,8,12,0.82
麟光,麟光,20,8,12,0
麟光,辛亥,20,8,12,1.6
麟光,萬芳醫院,20,8,12,2.36
麟光,萬芳社區,20,8,12,3.5
麟光,木柵,20,8,12,4.01
麟光,動物園,20,8,12,4.7
麟光,大直,30,12,18,9.86
麟光,劍南路,35,14,21,11.19
麟光,西湖,35,14,21,12.47
麟光,港墘,35,14,21,13.3
麟光,文德,40,16,24,14.31
麟光,內湖,40,16,24,15.44
麟光,大湖公園,40,16,24,15.67
麟光,葫洲,40,16,24,14.05
麟光,東湖,35,14,21,13.19
麟光,南港軟體園區,35,14,21,12.15
麟光,南港展覽館,35,14,21,11.51
麟光,小碧潭,40,16,24,14.08
麟光,新店,40,16,24,14.14
麟光,新店區公所,35,14,21,13.03
麟光,七張,35,14,21,12.13
麟光,大坪林,35,14,21,11.28
麟光,景美,30,12,18,10.13
麟光,萬隆,30,12,18,9.07
麟光,公館,25,10,15,7.51
麟光,台電大樓,25,10,15,6.61
麟光,古亭,25,10,15,5.73
麟光,中正紀念堂,25,10,15,5.72
麟光,小南門,25,10,15,6.48
麟光,頂溪,25,10,15,7.87
麟光,永安市場,30,12,18,9.2
麟光,景安,30,12,18,10.28
麟光,南勢角,35,14,21,11.09
麟光,台大醫院,25,10,15,6.71
麟光,台北車站,25,10,15,6.33
麟光,台北車站,25,10,15,6.33
麟光,中山,25,10,15,6.99
麟光,雙連,25,10,15,7.54
麟光,民權西路,30,12,18,8.07
麟光,圓山,30,12,18,9.1
麟光,劍潭,30,12,18,10.62
麟光,士林,35,14,21,11.71
麟光,芝山,35,14,21,12.81
麟光,明德,35,14,21,13.69
麟光,石牌,40,16,24,14.29
麟光,唭哩岸,40,16,24,15.55
麟光,奇岩,40,16,24,16.38
麟光,北投,45,18,27,17.14
麟光,新北投,45,18,27,18.17
麟光,復興崗,45,18,27,18.75
麟光,忠義,50,20,30,20.2
麟光,關渡,50,20,30,21.07
麟光,竹圍,55,22,33,23.21
麟光,紅樹林,55,22,33,25.12
麟光,淡水,60,24,36,27.21
麟光,頂埔,50,20,30,21.94
麟光,永寧,45,18,27,19.99
麟光,土城,45,18,27,18.88
麟光,海山,45,18,27,17.41
麟光,亞東醫院,40,16,24,15.77
麟光,府中,40,16,24,14.49
麟光,板橋,35,14,21,13.83
麟光,新埔,35,14,21,12.56
麟光,江子翠,35,14,21,11.69
麟光,龍山寺,30,12,18,8.61
麟光,西門,25,10,15,7.3
麟光,善導寺,25,10,15,5.65
麟光,忠孝新生,20,8,12,4.71
麟光,忠孝復興,20,8,12,3.59
麟光,忠孝敦化,20,8,12,4.26
麟光,國父紀念館,20,8,12,4.99
麟光,市政府,25,10,15,5.83
麟光,永春,25,10,15,6.82
麟光,後山埤,25,10,15,7.63
麟光,昆陽,30,12,18,8.99
麟光,南港,30,12,18,10.42
麟光,南港展覽館,35,14,21,11.51
麟光,象山,25,10,15,5.42
麟光,台北101/世貿,20,8,12,4.68
麟光,信義安和,20,8,12,3.69
麟光,大安,20,8,12,2.7
麟光,大安森林公園,20,8,12,3.49
麟光,北門,30,12,18,8.11
麟光,中山,25,10,15,6.99
麟光,松江南京,25,10,15,5.85
麟光,南京復興,20,8,12,4.86
麟光,台北小巨蛋,25,10,15,5.8
麟光,南京三民,25,10,15,7
麟光,松山,30,12,18,8.35
麟光,輔大,40,16,24,16.95
麟光,新莊,40,16,24,15.21
麟光,頭前庄,40,16,24,14.19
麟光,先嗇宮,35,14,21,13.65
麟光,三重,35,14,21,11.92
麟光,菜寮,35,14,21,11.06
麟光,台北橋,30,12,18,10.07
麟光,大橋頭,30,12,18,8.74
麟光,民權西路,30,12,18,8.07
麟光,中山國小,25,10,15,7.6
麟光,行天宮,25,10,15,6.65
麟光,松江南京,25,10,15,5.85
麟光,忠孝新生,20,8,12,4.71
麟光,東門,20,8,12,4.16
麟光,蘆洲,40,16,24,14.75
麟光,三民高中,35,14,21,13.58
麟光,徐匯中學,35,14,21,12.68
麟光,三和國中,35,14,21,11.85
麟光,三重國小,30,12,18,10.61
麟光,迴龍,45,18,27,19.72
麟光,丹鳳,45,18,27,18.32
麟光,大坪林,35,14,21,11.28
麟光,十四張,35,14,21,12.83
麟光,秀朗橋,35,14,21,12.27
麟光,景平,35,14,21,11.37
麟光,景安,30,12,18,10.28
麟光,中和,35,14,21,11.81
麟光,橋和,35,14,21,12.44
麟光,中原,35,14,21,13.18
麟光,板新,40,16,24,14.58
麟光,板橋,35,14,21,13.83
麟光,新埔民生,35,14,21,12.56
麟光,頭前庄,40,16,24,14.19
麟光,幸福,40,16,24,15.35
麟光,新北產業園區,40,16,24,16.59
辛亥,松山機場,30,12,18,8.87
辛亥,中山國中,25,10,15,7.39
辛亥,南京復興,25,10,15,6.46
辛亥,忠孝復興,25,10,15,5.19
辛亥,大安,20,8,12,4.3
辛亥,科技大樓,20,8,12,3.55
辛亥,六張犁,20,8,12,2.42
辛亥,麟光,20,8,12,1.6
辛亥,辛亥,20,8,12,0
辛亥,萬芳醫院,20,8,12,0.76
辛亥,萬芳社區,20,8,12,1.9
辛亥,木柵,20,8,12,2.42
辛亥,動物園,20,8,12,3.1
辛亥,大直,35,14,21,11.45
辛亥,劍南路,35,14,21,12.78
辛亥,西湖,40,16,24,14.07
辛亥,港墘,40,16,24,14.89
辛亥,文德,40,16,24,15.9
辛亥,內湖,45,18,27,17.03
辛亥,大湖公園,45,18,27,17.27
辛亥,葫洲,40,16,24,15.64
辛亥,東湖,40,16,24,14.79
辛亥,南港軟體園區,35,14,21,13.75
辛亥,南港展覽館,35,14,21,13.1
辛亥,小碧潭,40,16,24,15.67
辛亥,新店,40,16,24,15.74
辛亥,新店區公所,40,16,24,14.63
辛亥,七張,35,14,21,13.73
辛亥,大坪林,35,14,21,12.88
辛亥,景美,35,14,21,11.73
辛亥,萬隆,30,12,18,10.67
辛亥,公館,30,12,18,9.11
辛亥,台電大樓,30,12,18,8.21
辛亥,古亭,25,10,15,7.33
辛亥,中正紀念堂,25,10,15,7.31
辛亥,小南門,30,12,18,8.08
辛亥,頂溪,30,12,18,9.47
辛亥,永安市場,30,12,18,10.8
辛亥,景安,35,14,21,11.88
辛亥,南勢角,35,14,21,12.69
辛亥,台大醫院,30,12,18,8.3
辛亥,台北車站,25,10,15,7.93
辛亥,台北車站,25,10,15,7.93
辛亥,中山,30,12,18,8.59
辛亥,雙連,30,12,18,9.14
辛亥,民權西路,30,12,18,9.67
辛亥,圓山,30,12,18,10.7
辛亥,劍潭,35,14,21,12.22
辛亥,士林,35,14,21,13.31
辛亥,芝山,40,16,24,14.41
辛亥,明德,40,16,24,15.29
辛亥,石牌,40,16,24,15.89
辛亥,唭哩岸,45,18,27,17.15
辛亥,奇岩,45,18,27,17.98
辛亥,北投,45,18,27,18.74
辛亥,新北投,45,18,27,19.77
辛亥,復興崗,50,20,30,20.35
辛亥,忠義,50,20,30,21.8
辛亥,關渡,50,20,30,22.67
辛亥,竹圍,55,22,33,24.81
辛亥,紅樹林,55,22,33,26.72
辛亥,淡水,60,24,36,28.81
辛亥,頂埔,55,22,33,23.53
辛亥,永寧,50,20,30,21.58
辛亥,土城,50,20,30,20.47
辛亥,海山,45,18,27,19.01
辛亥,亞東醫院,45,18,27,17.36
辛亥,府中,40,16,24,16.08
辛亥,板橋,40,16,24,15.43
辛亥,新埔,40,16,24,14.15
辛亥,江子翠,35,14,21,13.29
辛亥,龍山寺,30,12,18,10.21
辛亥,西門,30,12,18,8.89
辛亥,善導寺,25,10,15,7.25
辛亥,忠孝新生,25,10,15,6.31
辛亥,忠孝復興,25,10,15,5.19
辛亥,忠孝敦化,25,10,15,5.86
辛亥,國父紀念館,25,10,15,6.59
辛亥,市政府,25,10,15,7.43
辛亥,永春,30,12,18,8.41
辛亥,後山埤,30,12,18,9.23
辛亥,昆陽,30,12,18,10.59
辛亥,南港,35,14,21,12.01
辛亥,南港展覽館,35,14,21,13.1
辛亥,象山,25,10,15,7.01
辛亥,台北101/世貿,25,10,15,6.28
辛亥,信義安和,25,10,15,5.29
辛亥,大安,20,8,12,4.3
辛亥,大安森林公園,25,10,15,5.09
辛亥,北門,30,12,18,9.71
辛亥,中山,30,12,18,8.59
辛亥,松江南京,25,10,15,7.45
辛亥,南京復興,25,10,15,6.46
辛亥,台北小巨蛋,25,10,15,7.4
辛亥,南京三民,30,12,18,8.59
辛亥,松山,30,12,18,9.95
辛亥,輔大,45,18,27,18.54
辛亥,新莊,40,16,24,16.8
辛亥,頭前庄,40,16,24,15.79
辛亥,先嗇宮,40,16,24,15.24
辛亥,三重,35,14,21,13.52
辛亥,菜寮,35,14,21,12.65
辛亥,台北橋,35,14,21,11.66
辛亥,大橋頭,30,12,18,10.33
辛亥,民權西路,30,12,18,9.67
辛亥,中山國小,30,12,18,9.2
辛亥,行天宮,30,12,18,8.25
辛亥,松江南京,25,10,15,7.45
辛亥,忠孝新生,25,10,15,6.31
辛亥,東門,25,10,15,5.75
辛亥,蘆洲,40,16,24,16.34
辛亥,三民高中,40,16,24,15.18
辛亥,徐匯中學,40,16,24,14.27
辛亥,三和國中,35,14,21,13.44
辛亥,三重國小,35,14,21,12.21
辛亥,迴龍,50,20,30,21.31
辛亥,丹鳳,45,18,27,19.91
辛亥,大坪林,35,14,21,12.88
辛亥,十四張,40,16,24,14.43
辛亥,秀朗橋,35,14,21,13.86
辛亥,景平,35,14,21,12.96
辛亥,景安,35,14,21,11.88
辛亥,中和,35,14,21,13.4
辛亥,橋和,40,16,24,14.03
辛亥,中原,40,16,24,14.77
辛亥,板新,40,16,24,16.18
辛亥,板橋,40,16,24,15.43
辛亥,新埔民生,40,16,24,14.15
辛亥,頭前庄,40,16,24,15.79
辛亥,幸福,40,16,24,16.94
辛亥,新北產業園區,45,18,27,18.18
萬芳醫院,松山機場,30,12,18,9.63
萬芳醫院,中山國中,30,12,18,8.15
萬芳醫院,南京復興,25,10,15,7.22
萬芳醫院,忠孝復興,25,10,15,5.95
萬芳醫院,大安,25,10,15,5.06
萬芳醫院,科技大樓,20,8,12,4.31
萬芳醫院,六張犁,20,8,12,3.18
萬芳醫院,麟光,20,8,12,2.36
萬芳醫院,辛亥,20,8,12,0.76
萬芳醫院,萬芳醫院,20,8,12,0
萬芳醫院,萬芳社區,20,8,12,1.14
萬芳醫院,木柵,20,8,12,1.66
萬芳醫院,動物園,20,8,12,2.34
萬芳醫院,大直,35,14,21,12.22
萬芳醫院,劍南路,35,14,21,13.54
萬芳醫院,西湖,40,16,24,14.83
萬芳醫院,港墘,40,16,24,15.66
萬芳醫院,文德,40,16,24,16.67
萬芳醫院,內湖,45,18,27,17.8
萬芳醫院,大湖公園,45,18,27,18.03
萬芳醫院,葫洲,40,16,24,16.4
萬芳醫院,東湖,40,16,24,15.55
萬芳醫院,南港軟體園區,40,16,24,14.51
萬芳醫院,南港展覽館,35,14,21,13.87
萬芳醫院,小碧潭,40,16,24,16.43
萬芳醫院,新店,40,16,24,16.5
萬芳醫院,新店區公所,40,16,24,15.39
萬芳醫院,七張,40,16,24,14.49
萬芳醫院,大坪林,35,14,21,13.64
萬芳醫院,景美,35,14,21,12.49
萬芳醫院,萬隆,35,14,21,11.43
萬芳醫院,公館,30,12,18,9.87
萬芳醫院,台電大樓,30,12,18,8.97
萬芳醫院,古亭,30,12,18,8.09
萬芳醫院,中正紀念堂,30,12,18,8.07
萬芳醫院,小南門,30,12,18,8.84
萬芳醫院,頂溪,30,12,18,10.23
萬芳醫院,永安市場,35,14,21,11.56
萬芳醫院,景安,35,14,21,12.64
萬芳醫院,南勢角,35,14,21,13.45
萬芳醫院,台大醫院,30,12,18,9.06
萬芳醫院,台北車站,30,12,18,8.69
萬芳醫院,台北車站,30,12,18,8.69
萬芳醫院,中山,30,12,18,9.35
萬芳醫院,雙連,30,12,18,9.9
萬芳醫院,民權西路,30,12,18,10.43
萬芳醫院,圓山,35,14,21,11.46
萬芳醫院,劍潭,35,14,21,12.98
萬芳醫院,士林,40,16,24,14.07
萬芳醫院,芝山,40,16,24,15.17
萬芳醫院,明德,40,16,24,16.05
萬芳醫院,石牌,40,16,24,16.65
萬芳醫院,唭哩岸,45,18,27,17.91
萬芳醫院,奇岩,45,18,27,18.74
萬芳醫院,北投,45,18,27,19.5
萬芳醫院,新北投,50,20,30,20.53
萬芳醫院,復興崗,50,20,30,21.11
萬芳醫院,忠義,50,20,30,22.56
萬芳醫院,關渡,55,22,33,23.43
萬芳醫院,竹圍,55,22,33,25.57
萬芳醫院,紅樹林,60,24,36,27.48
萬芳醫院,淡水,60,24,36,29.57
萬芳醫院,頂埔,55,22,33,24.29
萬芳醫院,永寧,50,20,30,22.35
萬芳醫院,土城,50,20,30,21.24
萬芳醫院,海山,45,18,27,19.77
萬芳醫院,亞東醫院,45,18,27,18.13
萬芳醫院,府中,40,16,24,16.84
萬芳醫院,板橋,40,16,24,16.19
萬芳醫院,新埔,40,16,24,14.91
萬芳醫院,江子翠,40,16,24,14.05
萬芳醫院,龍山寺,30,12,18,10.97
萬芳醫院,西門,30,12,18,9.66
萬芳醫院,善導寺,30,12,18,8.01
萬芳醫院,忠孝新生,25,10,15,7.07
萬芳醫院,忠孝復興,25,10,15,5.95
萬芳醫院,忠孝敦化,25,10,15,6.62
萬芳醫院,國父紀念館,25,10,15,7.35
萬芳醫院,市政府,30,12,18,8.19
萬芳醫院,永春,30,12,18,9.18
萬芳醫院,後山埤,30,12,18,9.99
萬芳醫院,昆陽,35,14,21,11.35
萬芳醫院,南港,35,14,21,12.78
萬芳醫院,南港展覽館,35,14,21,13.87
萬芳醫院,象山,25,10,15,7.78
萬芳醫院,台北101/世貿,25,10,15,7.04
萬芳醫院,信義安和,25,10,15,6.05
萬芳醫院,大安,25,10,15,5.06
萬芳醫院,大安森林公園,25,10,15,5.85
萬芳醫院,北門,30,12,18,10.47
萬芳醫院,中山,30,12,18,9.35
萬芳醫院,松江南京,30,12,18,8.21
萬芳醫院,南京復興,25,10,15,7.22
萬芳醫院,台北小巨蛋,30,12,18,8.16
萬芳醫院,南京三民,30,12,18,9.36
萬芳醫院,松山,30,12,18,10.71
萬芳醫院,輔大,45,18,27,19.31
萬芳醫院,新莊,45,18,27,17.57
萬芳醫院,頭前庄,40,16,24,16.55
萬芳醫院,先嗇宮,40,16,24,16.01
萬芳醫院,三重,40,16,24,14.28
萬芳醫院,菜寮,35,14,21,13.41
萬芳醫院,台北橋,35,14,21,12.43
萬芳醫院,大橋頭,35,14,21,11.09
萬芳醫院,民權西路,30,12,18,10.43
萬芳醫院,中山國小,30,12,18,9.96
萬芳醫院,行天宮,30,12,18,9.01
萬芳醫院,松江南京,30,12,18,8.21
萬芳醫院,忠孝新生,25,10,15,7.07
萬芳醫院,東門,25,10,15,6.51
萬芳醫院,蘆洲,45,18,27,17.1
萬芳醫院,三民高中,40,16,24,15.94
萬芳醫院,徐匯中學,40,16,24,15.04
萬芳醫院,三和國中,40,16,24,14.2
